committee,chamber,congress,year_start,year_end,full_name,first_name,last_name,party,state,role,Unnamed: 11,bioguide_id,match_method,Unnamed: 12
Financial Services,House,116,2019,2020,Bryan Steil,Bryan,Steil,Republican,WI,Member,,S001213,full_name+state,
Financial Services,House,116,2019,2020,Lance Gooden,Lance,Gooden,Republican,TX,Member,,G000589,full_name+state,
Financial Services,House,116,2019,2020,Denver Riggleman,Denver,Riggleman,Republican,VA,Member,,R000611,full_name+state,
Financial Services,House,116,2019,2020,William Timmons,William,Timmons,Republican,SC,Member,,T000480,no_middle+state,
Financial Services,House,116,2019,2020,Van Taylor,Van,Taylor,Republican,TX,Member,,T000479,full_name+state,
Financial Services,House,115,2017,2018,Jeb Hensarling,Jeb,Hensarling,Republican,TX,Chair,,,no_match,
Financial Services,House,115,2017,2018,Peter King,Peter,King,Republican,NY,Member,,K000210,no_middle+state,
Financial Services,House,115,2017,2018,Ed Royce,Ed,Royce,Republican,CA,Member,,,no_match,
Financial Services,House,115,2017,2018,Frank Lucas,Frank,Lucas,Republican,OK,Member,,L000491,no_middle+state,
Financial Services,House,115,2017,2018,Patrick McHenry,Patrick,McHenry,Republican,NC,Member,,M001156,no_middle+state,
Financial Services,House,115,2017,2018,Steve Pearce,Steve,Pearce,Republican,NM,Member,,,no_match,
Financial Services,House,115,2017,2018,Bill Posey,Bill,Posey,Republican,FL,Member,,P000599,full_name+state,
Financial Services,House,115,2017,2018,Blaine Luetkemeyer,Blaine,Luetkemeyer,Republican,MO,Member,,L000569,full_name+state,
Financial Services,House,115,2017,2018,Bill Huizenga,Bill,Huizenga,Republican,MI,Member,,H001058,full_name+state,
Financial Services,House,115,2017,2018,Sean Duffy,Sean,Duffy,Republican,WI,Member,,,no_match,
Financial Services,House,115,2017,2018,Steve Stivers,Steve,Stivers,Republican,OH,Member,,S001187,full_name+state,
Financial Services,House,115,2017,2018,Randy Hultgren,Randy,Hultgren,Republican,IL,Member,,,no_match,
Financial Services,House,115,2017,2018,Dennis Ross,Dennis,Ross,Republican,FL,Member,,,no_match,
Financial Services,House,115,2017,2018,Robert Pittenger,Robert,Pittenger,Republican,NC,Member,,,no_match,
Financial Services,House,115,2017,2018,Ann Wagner,Ann,Wagner,Republican,MO,Member,,W000812,full_name+state,
Financial Services,House,115,2017,2018,Andy Barr,Andy,Barr,Republican,KY,Member,,B001282,full_name+state,
Financial Services,House,115,2017,2018,Keith Rothfus,Keith,Rothfus,Republican,PA,Member,,,no_match,
Financial Services,House,115,2017,2018,Luke Messer,Luke,Messer,Republican,IN,Member,,,no_match,
Financial Services,House,115,2017,2018,Scott Tipton,Scott,Tipton,Republican,CO,Member,,T000470,no_middle+state,
Financial Services,House,115,2017,2018,Roger Williams,Roger,Williams,Republican,TX,Member,,W000816,full_name+state,
Financial Services,House,115,2017,2018,Bruce Poliquin,Bruce,Poliquin,Republican,ME,Member,,,no_match,
Financial Services,House,115,2017,2018,Mia Love,Mia,Love,Republican,UT,Member,,,no_match,
Financial Services,House,115,2017,2018,French Hill,French,Hill,Republican,AR,Member,,H001072,last+state,
Financial Services,House,115,2017,2018,Tom Emmer,Tom,Emmer,Republican,MN,Member,,E000294,full_name+state,
Financial Services,House,115,2017,2018,Lee Zeldin,Lee,Zeldin,Republican,NY,Member,,Z000017,no_middle+state,
Financial Services,House,115,2017,2018,Dave Trott,Dave,Trott,Republican,MI,Member,,,no_match,
Financial Services,House,115,2017,2018,Barry Loudermilk,Barry,Loudermilk,Republican,GA,Member,,L000583,full_name+state,
Financial Services,House,115,2017,2018,Alex Mooney,Alex,Mooney,Republican,WV,Member,,M001195,name_key,
Financial Services,House,115,2017,2018,Tom MacArthur,Tom,MacArthur,Republican,NJ,Member,,,no_match,
Financial Services,House,115,2017,2018,Warren Davidson,Warren,Davidson,Republican,OH,Member,,D000626,full_name+state,
Financial Services,House,115,2017,2018,Ted Budd,Ted,Budd,Republican,NC,Member,,B001305,full_name+state,
Financial Services,House,115,2017,2018,David Kustoff,David,Kustoff,Republican,TN,Member,,K000392,full_name+state,
Financial Services,House,115,2017,2018,Claudia Tenney,Claudia,Tenney,Republican,NY,Member,,T000478,full_name+state,
Financial Services,House,115,2017,2018,Trey Hollingsworth,Trey,Hollingsworth,Republican,IN,Member,,H001074,full_name+state,
Financial Services,House,115,2017,2018,Maxine Waters,Maxine,Waters,Democrat,CA,Ranking Member,,W000187,full_name+state,
Financial Services,House,115,2017,2018,Carolyn Maloney,Carolyn,Maloney,Democrat,NY,Member,,M000087,no_middle+state,
Financial Services,House,115,2017,2018,Nydia Velázquez,Nydia,Velázquez,Democrat,NY,Member,,,no_match,
Financial Services,House,115,2017,2018,Brad Sherman,Brad,Sherman,Democrat,CA,Member,,S000344,full_name+state,
Financial Services,House,115,2017,2018,Gregory Meeks,Gregory,Meeks,Democrat,NY,Member,,M001137,no_middle+state,
Financial Services,House,115,2017,2018,Michael Capuano,Michael,Capuano,Democrat,MA,Member,,,no_match,
Financial Services,House,115,2017,2018,Lacy Clay,Lacy,Clay,Democrat,MO,Member,,C001049,last+state,
Financial Services,House,115,2017,2018,Stephen Lynch,Stephen,Lynch,Democrat,MA,Member,,L000562,no_middle+state,
Financial Services,House,115,2017,2018,David Scott,David,Scott,Democrat,GA,Member,,S001157,full_name+state,
Financial Services,House,115,2017,2018,Al Green,Al,Green,Democrat,TX,Member,,G000553,full_name+state,
Financial Services,House,115,2017,2018,Emanuel Cleaver,Emanuel,Cleaver,Democrat,MO,Member,,C001061,full_name+state,
Financial Services,House,115,2017,2018,Gwen Moore,Gwen,Moore,Democrat,WI,Member,,M001160,full_name+state,
Financial Services,House,115,2017,2018,Keith Ellison,Keith,Ellison,Democrat,MN,Member,,,no_match,
Financial Services,House,115,2017,2018,Ed Perlmutter,Ed,Perlmutter,Democrat,CO,Member,,,no_match,
Financial Services,House,115,2017,2018,Jim Himes,Jim,Himes,Democrat,CT,Member,,H001047,last+state,
Financial Services,House,115,2017,2018,Bill Foster,Bill,Foster,Democrat,IL,Member,,F000454,full_name+state,
Financial Services,House,115,2017,2018,Dan Kildee,Dan,Kildee,Democrat,MI,Vice Ranking Member,,K000380,name_key,
Financial Services,House,115,2017,2018,John Delaney,John,Delaney,Democrat,MD,Member,,M001232,last+state,
Financial Services,House,115,2017,2018,Kyrsten Sinema,Kyrsten,Sinema,Democrat,AZ,Member,,S001191,full_name+state,
Financial Services,House,115,2017,2018,Joyce Beatty,Joyce,Beatty,Democrat,OH,Member,,B001281,full_name+state,
Financial Services,House,115,2017,2018,Denny Heck,Denny,Heck,Democrat,WA,Member,,H001064,full_name+state,
Financial Services,House,115,2017,2018,Juan Vargas,Juan,Vargas,Democrat,CA,Member,,V000130,full_name+state,
Financial Services,House,115,2017,2018,Josh Gottheimer,Josh,Gottheimer,Democrat,NJ,Member,,G000583,full_name+state,
Financial Services,House,115,2017,2018,Vicente Gonzalez,Vicente,Gonzalez,Democrat,TX,Member,,G000581,full_name+state,
Financial Services,House,115,2017,2018,Charlie Crist,Charlie,Crist,Democrat,FL,Member,,C001111,full_name+state,
Financial Services,House,115,2017,2018,Ruben Kihuen,Ruben,Kihuen,Democrat,NV,Member,,,no_match,
Ways and Means,House,118,2023,2024,Jason Smith,Jason,Smith,Republican,MO,Chair,,S001195,full_name+state,
Ways and Means,House,118,2023,2024,Vern Buchanan,Vern,Buchanan,Republican,FL,Member,,,no_match,
Ways and Means,House,118,2023,2024,Adrian Smith,Adrian,Smith,Republican,NE,Member,,S001172,full_name+state,
Ways and Means,House,118,2023,2024,Mike Kelly,Mike,Kelly,Republican,PA,Member,,K000376,full_name+state,
Ways and Means,House,118,2023,2024,David Schweikert,David,Schweikert,Republican,AZ,Member,,S001183,full_name+state,
Ways and Means,House,118,2023,2024,Darin LaHood,Darin,LaHood,Republican,IL,Member,,L000585,full_name+state,
Ways and Means,House,118,2023,2024,Brad Wenstrup,Brad,Wenstrup,Republican,OH,Member,,W000815,no_middle+state,
Ways and Means,House,118,2023,2024,Jodey Arrington,Jodey,Arrington,Republican,TX,Member,,A000375,no_middle+state,
Ways and Means,House,118,2023,2024,Drew Ferguson,Drew,Ferguson,Republican,GA,Member,,F000465,last+state,
Ways and Means,House,118,2023,2024,Ron Estes,Ron,Estes,Republican,KS,Member,,E000298,full_name+state,
Ways and Means,House,118,2023,2024,Lloyd Smucker,Lloyd,Smucker,Republican,PA,Member,,S001199,full_name+state,
Ways and Means,House,118,2023,2024,Kevin Hern,Kevin,Hern,Republican,OK,Member,,H001082,full_name+state,
Ways and Means,House,118,2023,2024,Carol Miller,Carol,Miller,Republican,WV,Member,,M001205,no_middle+state,
Ways and Means,House,118,2023,2024,Greg Steube,Greg,Steube,Republican,FL,Member,,S001214,last+state,
Ways and Means,House,118,2023,2024,Michelle Steel,Michelle,Steel,Republican,CA,Member,,S001135,full_name+state,
Ways and Means,House,118,2023,2024,Beth Van Duyne,Beth Van,Duyne,Republican,TX,Member,,V000134,full_name+state,
Ways and Means,House,118,2023,2024,Randy Feenstra,Randy,Feenstra,Republican,IA,Member,,F000446,full_name+state,
Ways and Means,House,118,2023,2024,Michelle Fischbach,Michelle,Fischbach,Republican,MN,Member,,F000470,full_name+state,
Ways and Means,House,118,2023,2024,Blake Moore,Blake,Moore,Republican,UT,Member,,M001213,no_middle+state,
Ways and Means,House,118,2023,2024,David Kustoff,David,Kustoff,Republican,TN,Member,,K000392,full_name+state,
Ways and Means,House,118,2023,2024,Brad Finstad,Brad,Finstad,Republican,MN,Member,,F000475,full_name+state,
Ways and Means,House,118,2023,2024,Claudia Tenney,Claudia,Tenney,Republican,NY,Member,,T000478,full_name+state,
Ways and Means,House,118,2023,2024,Mike Carey,Mike,Carey,Republican,OH,Member,,C001126,full_name+state,
Ways and Means,House,118,2023,2024,Nicole Malliotakis,Nicole,Malliotakis,Republican,NY,Member,,M000317,full_name+state,
Ways and Means,House,118,2023,2024,Erin Houchin,Erin,Houchin,Republican,IN,Member,,H001093,full_name+state,
Ways and Means,House,118,2023,2024,Richard Neal,Richard,Neal,Democrat,MA,Ranking Member,,,no_match,
Ways and Means,House,118,2023,2024,Lloyd Doggett,Lloyd,Doggett,Democrat,TX,Member,,,no_match,
Ways and Means,House,118,2023,2024,Mike Thompson,Mike,Thompson,Democrat,CA,Member,,T000460,full_name+state,
Ways and Means,House,118,2023,2024,John Larson,John,Larson,Democrat,CT,Member,,,no_match,
Ways and Means,House,118,2023,2024,Earl Blumenauer,Earl,Blumenauer,Democrat,OR,Member,,,no_match,
Ways and Means,House,118,2023,2024,Ron Kind,Ron,Kind,Democrat,WI,Member,,K000188,full_name+state,
Ways and Means,House,118,2023,2024,Bill Pascrell,Bill,Pascrell,Democrat,NJ,Member,,P000096,full_name+state,
Ways and Means,House,118,2023,2024,Danny Davis,Danny,Davis,Democrat,IL,Member,,D000096,no_middle+state,
Ways and Means,House,118,2023,2024,Linda Sánchez,Linda,Sánchez,Democrat,CA,Member,,,no_match,
Ways and Means,House,118,2023,2024,Brian Higgins,Brian,Higgins,Democrat,NY,Member,,H001038,full_name+state,
Ways and Means,House,118,2023,2024,Terri Sewell,Terri,Sewell,Democrat,AL,Member,,S001185,no_middle+state,
Ways and Means,House,118,2023,2024,Suzan DelBene,Suzan,DelBene,Democrat,WA,Member,,D000617,no_middle+state,
